ACC_YEAR,SGG_CD,SGG_NM,BJDONG_CD,BJDONG_NM,LAND_GBN,LAND_GBN_NM,BONBEON,BUBEON,BLDG_NM,DEAL_YMD,OBJ_AMT,BLDG_AREA,TOT_AREA,FLOOR,RIGHT_GBN,CNTL_YMD,BUILD_YEAR,HOUSE_TYPE,REQ_GBN,RDEALER_LAWDNM
2024,11470,양천구,10300,신월동,1,대지,0465,0017,글랜하우스,20240120,34000,72.41,39.75,4.0,,,2008,연립다세대,중개거래,서울 양천구
2024,11710,송파구,10500,석촌동,1,대지,0150,0017,백제맨션,20240120,50000,67.43,33.34,4.0,,,2003,연립다세대,중개거래,서울 송파구
2024,11305,강북구,10100,미아동,1,대지,1357,0000,삼각산아이원,20240120,67000,84.71,0.0,11.0,,,2003,아파트,중개거래,서울 강북구
2024,11290,성북구,11500,삼선동5가,1,대지,0040,0000,삼성하이츠102동(40-0),20240120,33500,62.26,30.48,4.0,,,2002,연립다세대,중개거래,"서울 성북구, 서울 용산구"
2024,11470,양천구,10300,신월동,1,대지,0995,0028,서원주택B동,20240120,20000,50.58,41.0,-1.0,,,1988,연립다세대,중개거래,서울 강서구
2024,11620,관악구,10100,봉천동,1,대지,0869,0006,서울대역 마에스트로,20240120,9700,14.67,22.64,8.0,,,2012,오피스텔,중개거래,서울 관악구
2024,11170,용산구,12200,문배동,1,대지,0011,0010,용산KCC웰츠타워,20240120,26500,32.84,49.65,4.0,,,2015,오피스텔,중개거래,서울 용산구
2024,11440,마포구,12300,망원동,1,대지,0396,0045,이에스빌,20240120,27500,35.46,19.9,3.0,,,2008,연립다세대,중개거래,서울 마포구
2024,11170,용산구,10200,용산동2가,1,대지,0005,1476,(5-1476),20240120,13500,24.39,11.8,-1.0,,,1997,연립다세대,중개거래,서울 용산구
2024,11170,용산구,11700,원효로3가,1,대지,0130,0001,용산파크뷰II,20240120,37000,21.39,28.52,19.0,,,2020,오피스텔,중개거래,서울 용산구
2024,11740,강동구,10100,명일동,1,대지,0015,0000,삼익그린2차,20240120,117000,66.87,0.0,5.0,,,1983,아파트,중개거래,서울 강동구
2024,11140,중구,16200,신당동,1,대지,0387,0028,트럼프월드,20240120,28000,30.19,19.84,4.0,,,2015,연립다세대,중개거래,서울 중구
2024,11230,동대문구,10700,청량리동,1,대지,0235,0006,힐스테이트 청량리역,20240120,25000,21.2,29.24,13.0,,,2023,오피스텔,중개거래,서울 동대문구
2024,11380,은평구,10400,갈현동,1,대지,0485,0010,자하문,20240120,35500,43.23,30.23,2.0,,,2017,연립다세대,중개거래,서울 은평구
2024,11410,서대문구,12000,남가좌동,1,대지,0390,0000,래미안루센티아,20240120,120000,84.95,0.0,11.0,,,2020,아파트,중개거래,서울 서대문구
2024,11710,송파구,11400,마천동,1,대지,0373,0019,(373-19),20240120,86000,76.39,55.03,2.0,,,2003,연립다세대,중개거래,서울 송파구
2024,11530,구로구,10200,구로동,1,대지,1058,0000,우성(1058),20240120,53000,59.34,0.0,4.0,,,1995,아파트,중개거래,서울 구로구
2024,11230,동대문구,10600,장안동,1,대지,0430,0013,다원아트빌,20240120,34000,45.92,31.06,6.0,,,2015,연립다세대,중개거래,서울 동대문구
2024,11440,마포구,12500,성산동,1,대지,0050,0002,헤리티지,20240120,47000,36.09,30.15,6.0,,,2017,연립다세대,중개거래,서울 마포구
2024,11200,성동구,10200,하왕십리동,1,대지,1002,0000,왕십리KCC스위첸,20240120,112000,84.9,0.0,17.0,,,2016,아파트,중개거래,서울 성동구
2024,11740,강동구,10500,길동,1,대지,0456,0003,강동 큐브,20240120,9600,19.24,30.18,6.0,,,2013,오피스텔,중개거래,서울 강동구
2024,11305,강북구,10100,미아동,1,대지,0128,0035,청솔B아트빌라,20240120,21000,39.99,17.98,4.0,,,2000,연립다세대,중개거래,서울 강북구
2024,11350,노원구,10200,월계동,1,대지,0923,0000,초안1,20240120,34300,49.6,0.0,13.0,,,1998,아파트,중개거래,서울 성북구
2024,11410,서대문구,11800,홍은동,1,대지,0467,0000,북한산두산위브,20240120,81000,84.98,0.0,1.0,,,2020,아파트,중개거래,서울 서대문구
2024,11710,송파구,10500,석촌동,1,대지,0292,0001,건영아트빌,20240120,40000,59.04,27.0,4.0,,,2004,연립다세대,중개거래,서울 송파구
2024,11440,마포구,12500,성산동,1,대지,0593,0005,상암미르웰한올림,20240120,15400,16.36,22.99,3.0,,,2018,오피스텔,중개거래,서울 마포구
2024,11290,성북구,13900,석관동,1,대지,0010,0000,두산,20240120,69000,59.97,0.0,15.0,,,1998,아파트,중개거래,서울 성북구
2024,11440,마포구,11400,창전동,1,대지,0437,0000,창전래미안,20240120,85000,59.94,0.0,6.0,,,1998,아파트,중개거래,서울 마포구
2024,11440,마포구,12200,합정동,1,대지,0473,0000,마포 한강 2차 푸르지오,20240120,29800,23.08,34.36,22.0,,,2016,오피스텔,중개거래,서울 마포구
2024,11710,송파구,10500,석촌동,1,대지,0024,0011,석촌호수 나인파크 A,20240120,26800,19.34,35.18,14.0,,,null,오피스텔,중개거래,서울 송파구
2024,11710,송파구,10400,송파동,1,대지,0095,0034,세화빌라,20240120,43400,59.25,36.51,2.0,,,1991,연립다세대,중개거래,서울 송파구
2024,11680,강남구,10300,개포동,1,대지,1198,0000,지오빌,20240120,50000,40.72,24.8,4.0,,,2016,연립다세대,중개거래,서울 강남구
2024,11350,노원구,10500,상계동,1,대지,0172,0000,상계대림,20240120,47900,59.67,0.0,12.0,,,1989,아파트,중개거래,서울 노원구
2024,11200,성동구,11200,금호동4가,1,대지,0340,0000,서울숲푸르지오,20240120,175000,84.87,0.0,17.0,,,2007,아파트,중개거래,서울 성동구
2024,11740,강동구,10900,천호동,1,대지,0312,0004,하우징허브,20240120,24500,22.98,14.8,2.0,,,2016,연립다세대,중개거래,서울 강동구
2024,11590,동작구,10200,상도동,1,대지,0198,0047,루나포레30,20240120,59700,66.33,41.72,2.0,,,2022,연립다세대,직거래,
2024,11380,은평구,10300,불광동,1,대지,0445,0155,구지집,20240120,19000,16.6,15.51,4.0,,,2018,연립다세대,중개거래,서울 은평구
2024,11215,광진구,10300,구의동,1,대지,0610,0000,구의현대6단지,20240120,129000,84.92,0.0,12.0,,,1994,아파트,중개거래,서울 광진구
2024,11440,마포구,12500,성산동,1,대지,0258,0012,(258-12),20240120,35500,34.44,21.65,5.0,,,2017,연립다세대,중개거래,서울 마포구
2024,11200,성동구,11300,옥수동,1,대지,0528,0000,옥수파크힐스101동~116동,20240120,170800,84.51,0.0,6.0,,,2016,아파트,중개거래,서울 성동구
2024,11710,송파구,10800,문정동,1,대지,0618,0000,파크하비오,20240120,47300,48.96,62.05,12.0,,,null,오피스텔,중개거래,"서울 강남구, 서울 송파구"
2024,11215,광진구,10400,광장동,1,대지,0484,0000,현대3,20240120,130000,84.97,0.0,14.0,,,1990,아파트,중개거래,서울 광진구
2024,11320,도봉구,10600,방학동,1,대지,0694,0004,하나빌라(694-4),20240120,14000,42.13,26.39,1.0,,,1995,연립다세대,중개거래,인천 부평구
2024,11590,동작구,10800,대방동,1,대지,0504,0000,한국개나리,20240120,69000,59.85,0.0,10.0,,,1997,아파트,중개거래,"서울 동작구, 서울 영등포구"
2024,11410,서대문구,12000,남가좌동,1,대지,0377,0000,DMC래미안클라시스,20240120,84000,84.9,0.0,17.0,,,2000,아파트,중개거래,서울 서대문구
2024,11350,노원구,10400,하계동,1,대지,0354,0000,학여울청구,20240120,85500,113.51,0.0,16.0,,,1999,아파트,중개거래,서울 노원구
2024,11350,노원구,10500,상계동,1,대지,1282,0000,상계2차중앙하이츠,20240120,55500,59.82,0.0,25.0,,,1998,아파트,중개거래,서울 노원구
2024,11710,송파구,10200,신천동,1,대지,0017,0000,파크리오,20240120,205000,84.9,0.0,30.0,,,2008,아파트,중개거래,서울 송파구
2024,11440,마포구,12500,성산동,1,대지,0200,0006,세민하이파크,20240120,33000,30.09,17.22,3.0,,,2016,연립다세대,중개거래,서울 마포구
2024,11380,은평구,10400,갈현동,1,대지,0227,0044,해피리움(227-44),20240120,22000,41.14,33.05,2.0,,,2014,연립다세대,중개거래,서울 은평구
2024,11440,마포구,10100,아현동,1,대지,0802,0000,마포센트럴 아이파크,20240120,162500,111.11,0.0,10.0,,,2017,아파트,중개거래,서울 마포구
2024,11530,구로구,10800,오류동,1,대지,0011,0034,월드타운,20240120,16380,44.16,23.52,2.0,,,2003,연립다세대,중개거래,서울 구로구
2024,11650,서초구,10700,반포동,1,대지,1341,0000,반포래미안아이파크,20240120,362000,99.92,0.0,29.0,,,2018,아파트,중개거래,서울 서초구
2024,11590,동작구,10700,사당동,1,대지,0105,0000,신동아4,20240120,90000,59.89,0.0,10.0,,,1993,아파트,중개거래,서울 동작구
2024,11380,은평구,10800,역촌동,1,대지,0057,0030,(57-30),20240120,13000,39.0,24.67,2.0,,,1990,연립다세대,직거래,
2024,11305,강북구,10300,수유동,1,대지,0172,0045,석정빌라(172-45),20240120,15400,58.02,30.61,-1.0,,,1995,연립다세대,중개거래,서울 강북구
2024,11680,강남구,10700,신사동,1,대지,0626,0000,리갈팰리스,20240120,270000,184.63,0.0,2.0,,,2007,아파트,중개거래,"서울 노원구, 서울 동대문구"
2024,11320,도봉구,10600,방학동,1,대지,0637,0031,신건영타워,20240120,22500,60.56,34.64,1.0,,,1997,연립다세대,중개거래,서울 도봉구
2024,11470,양천구,10300,신월동,1,대지,1075,0000,목동센트럴아이파크위브1단지,20240120,87500,59.68,0.0,6.0,,,2020,아파트,중개거래,서울 양천구
2024,11740,강동구,10700,암사동,1,대지,0477,0041,에덴빌라,20240120,27000,58.77,29.7,4.0,,,2001,연립다세대,중개거래,서울 강동구
2024,11290,성북구,10300,돈암동,1,대지,0643,0000,길음역금호어울림센터힐,20240120,77500,59.84,0.0,17.0,,,2014,아파트,중개거래,서울 성북구
2024,11230,동대문구,10200,용두동,1,대지,0779,0000,신동아,20240120,62500,58.59,0.0,1.0,,,1994,아파트,중개거래,서울 동대문구
2024,11545,금천구,10300,시흥동,1,대지,0819,0032,삼성아트맨션(819-32),20240120,28000,82.09,44.09,2.0,,,2001,연립다세대,직거래,
2024,11650,서초구,10800,서초동,1,대지,1330,0000,서초동삼성쉐르빌2,20240120,84000,70.49,0.0,7.0,,,2002,아파트,중개거래,서울 서초구
2024,11470,양천구,10200,목동,1,대지,0961,0000,목동 현대 하이페리온2,20240120,150000,94.57,122.94,20.0,,,2006,오피스텔,중개거래,서울 양천구
2024,11350,노원구,10300,공릉동,1,대지,0707,0000,시영2단지(라이프)아파트,20240120,29100,34.44,0.0,1.0,,,1994,아파트,중개거래,서울 노원구
2024,11740,강동구,10500,길동,1,대지,0457,0000,청광플러스원큐브2차,20240120,10400,14.5,0.0,18.0,,,2013,아파트,중개거래,서울 강동구
2024,11380,은평구,10500,구산동,1,대지,0177,0097,삼정시티빌라,20240120,9800,36.38,23.51,-1.0,,,1992,연립다세대,직거래,
2024,11350,노원구,10300,공릉동,1,대지,0081,0000,태강아파트(아이파크),20240120,46000,49.6,0.0,10.0,,,1999,아파트,중개거래,서울 노원구
2024,11230,동대문구,10200,용두동,1,대지,0795,0000,이편한세상청계센트럴포레,20240120,111000,59.96,0.0,16.0,,,2021,아파트,중개거래,서울 성동구
2024,11500,강서구,10500,마곡동,1,대지,0760,0001,힐스테이트에코 마곡나루역 라마다앙코르 서울마곡,20240120,17900,20.84,29.18,9.0,,,2017,오피스텔,중개거래,서울 강서구
2024,11500,강서구,10300,화곡동,1,대지,1036,0001,미소빌,20240120,26000,25.96,15.63,2.0,,,2018,연립다세대,중개거래,서울 강서구
2024,11230,동대문구,10200,용두동,1,대지,0788,0000,한방천하-용두동 포스빌,20240120,19000,39.02,50.17,10.0,,,2006,오피스텔,중개거래,서울 동대문구
2024,11230,동대문구,10900,휘경동,1,대지,0319,0005,휘경동 코업레지던스,20240120,6900,13.86,19.02,3.0,,,2002,오피스텔,중개거래,서울 동대문구
2024,11230,동대문구,10600,장안동,1,대지,0415,0001,양지쉐르빌아파트(415-1),20240120,44000,56.4,0.0,9.0,,,2016,아파트,중개거래,서울 동대문구
2024,11230,동대문구,10600,장안동,1,대지,0372,0016,청솔아파트(B동),20240120,36500,53.79,0.0,10.0,,,2015,아파트,중개거래,서울 동대문구
2024,11620,관악구,10100,봉천동,1,대지,1718,0000,벽산블루밍,20240120,67000,59.99,0.0,14.0,,,2005,아파트,중개거래,서울 관악구
2024,11410,서대문구,11900,북가좌동,1,대지,0336,0015,거장리더스,20240120,29500,49.04,28.16,3.0,,,2014,연립다세대,중개거래,"서울 서대문구, 서울 은평구"
2024,11350,노원구,10500,상계동,1,대지,0624,0000,상계주공16(고층),20240120,49000,59.39,0.0,10.0,,,1988,아파트,중개거래,서울 노원구
2024,11290,성북구,13600,하월곡동,1,대지,0228,0000,꿈의숲푸르지오,20240120,69000,59.65,0.0,10.0,,,2010,아파트,중개거래,서울 성북구
2024,11440,마포구,12100,동교동,1,대지,0155,0027,효성홍익인간오피스텔,20240120,22000,32.25,42.72,12.0,,,2004,오피스텔,중개거래,서울 마포구
2024,11620,관악구,10100,봉천동,1,대지,1706,0000,봉천우성,20240120,86000,114.78,0.0,14.0,,,2000,아파트,중개거래,서울 관악구
2024,11440,마포구,10400,도화동,1,대지,0571,0000,나눔빌딩,20240120,20000,23.04,30.26,9.0,,,2015,오피스텔,중개거래,서울 마포구
2024,11230,동대문구,10600,장안동,1,대지,0408,0005,거장팰리스,20240120,46000,42.42,24.7,4.0,,,2022,연립다세대,직거래,
2024,11290,성북구,13600,하월곡동,1,대지,0222,0000,월곡두산위브,20240120,66900,59.86,0.0,17.0,,,2003,아파트,중개거래,"경기 하남시, 서울 성북구"
2024,11530,구로구,10200,구로동,1,대지,1271,0000,보람쉬움,20240120,65800,81.09,0.0,17.0,,,2003,아파트,중개거래,서울 동작구
2024,11710,송파구,10200,신천동,1,대지,0007,0000,장미1,20240120,216000,99.0,0.0,4.0,,,1979,아파트,중개거래,서울 송파구
2024,11440,마포구,12500,성산동,1,대지,0446,0000,성산시영(대우),20240120,92200,50.03,0.0,7.0,,,1986,아파트,중개거래,서울 마포구
2024,11530,구로구,10200,구로동,1,대지,0501,0000,신구로자이,20240120,72500,84.94,0.0,14.0,,,2007,아파트,중개거래,서울 구로구
2024,11740,강동구,10100,명일동,1,대지,0312,0148,삼성아트빌,20240120,34500,47.08,28.3,4.0,,,2015,연립다세대,중개거래,"서울 강남구, 서울 강동구"
2024,11140,중구,15400,오장동,1,대지,0145,0001,오렌지카운티을지로,20240120,18000,15.79,0.0,15.0,,,2020,아파트,중개거래,서울 중구
2024,11530,구로구,10100,신도림동,1,대지,0312,0017,우성1,20240120,82500,84.96,0.0,12.0,,,1992,아파트,중개거래,서울 구로구
2024,11290,성북구,13800,장위동,1,대지,0224,0002,경복하이빌A동,20240120,27500,41.0,25.99,3.0,,,2016,연립다세대,중개거래,서울 성북구
2024,11500,강서구,10100,염창동,1,대지,0302,0000,염창2차한화꿈에그린,20240120,95500,84.99,0.0,5.0,,,2006,아파트,중개거래,서울 강서구
2024,11290,성북구,10300,돈암동,1,대지,0636,0000,이수브라운스톤돈암,20240120,94500,114.89,0.0,6.0,,,2004,아파트,중개거래,서울 성북구
2024,11470,양천구,10200,목동,1,대지,0318,0172,우방이지빌,20240120,18000,37.84,28.5,2.0,,,2007,연립다세대,중개거래,서울 양천구
2024,11440,마포구,12200,합정동,1,대지,0365,0007,효성센스빌3동,20240120,47000,78.18,33.81,3.0,,,2001,연립다세대,중개거래,서울 마포구
2024,11230,동대문구,10200,용두동,1,대지,0104,0003,동대문 푸르지오시티,20240119,17500,23.47,31.87,12.0,,,null,오피스텔,중개거래,서울 동대문구
2024,11545,금천구,10100,가산동,1,대지,0236,0010,명남더블레스1동2동,20240119,21000,15.59,7.37,9.0,,,2022,연립다세대,직거래,
2024,11500,강서구,10300,화곡동,1,대지,0154,0009,홍익빌라,20240119,9100,41.94,22.5,-2.0,,,1995,연립다세대,중개거래,서울 강서구
2024,11170,용산구,11900,효창동,1,대지,0287,0000,용산롯데캐슬센터포레,20240119,145000,59.79,0.0,19.0,,,2019,아파트,중개거래,서울 용산구
2024,11740,강동구,10200,고덕동,1,대지,0251,0002,고덕힐하우스,20240119,52000,28.57,20.33,3.0,,,2022,연립다세대,직거래,
2024,11650,서초구,10600,잠원동,1,대지,0049,0008,한강,20240119,230000,84.53,0.0,15.0,,,1989,아파트,중개거래,서울 서초구
2024,11215,광진구,10100,중곡동,1,대지,0601,0002,리치팰리스,20240119,30000,56.46,34.22,3.0,,,2010,연립다세대,중개거래,서울 광진구
2024,11740,강동구,10300,상일동,1,대지,0519,0000,고덕아르테온,20240119,146000,84.97,0.0,21.0,,,2020,아파트,중개거래,서울 강동구
2024,11260,중랑구,10100,면목동,1,대지,0191,0105,하트리버빌,20240119,21000,43.84,24.94,4.0,,,2008,연립다세대,중개거래,서울 동대문구
2024,11470,양천구,10300,신월동,1,대지,0987,0001,신월시영,20240119,41500,43.2,0.0,1.0,,,1988,아파트,중개거래,서울 양천구
2024,11260,중랑구,10100,면목동,,,,,,20240119,77700,149.52,98.2,0.0,,,1993,단독다가구,중개거래,서울 중랑구
2024,11740,강동구,10900,천호동,1,대지,0571,0000,래미안강동팰리스,20240119,106000,59.98,0.0,20.0,,,2017,아파트,중개거래,서울 강동구
2024,11290,성북구,13300,정릉동,1,대지,0406,0000,정릉푸르지오,20240119,73500,84.89,0.0,5.0,,,2005,아파트,중개거래,서울 성북구
2024,11560,영등포구,13200,신길동,1,대지,0189,0017,도원빌라(189-17),20240119,13500,28.09,9.95,3.0,,,2002,연립다세대,중개거래,서울 영등포구
2024,11710,송파구,10400,송파동,1,대지,0151,0000,2차한양아파트,20240119,127000,64.26,0.0,11.0,,,1984,아파트,중개거래,서울 송파구
2024,11110,종로구,17500,숭인동,1,대지,0002,0001,종로센트레빌,20240119,95000,84.92,0.0,2.0,,,2008,아파트,중개거래,서울 종로구
2024,11590,동작구,10100,노량진동,1,대지,0325,0000,신동아리버파크,20240119,113000,114.75,0.0,10.0,,,2001,아파트,중개거래,서울 동작구
2024,11710,송파구,10100,잠실동,1,대지,0044,0000,레이크팰리스,20240119,198000,84.82,0.0,4.0,,,2006,아파트,중개거래,서울 송파구
2024,11110,종로구,18200,구기동,1,대지,0185,0003,DOMUSVILLAT,20240119,140000,222.85,513.05,1.0,,,2008,연립다세대,직거래,
2024,11590,동작구,10800,대방동,1,대지,0393,0059,이레아트빌,20240119,24500,17.48,12.31,4.0,,,2016,연립다세대,중개거래,서울 동작구
2024,11110,종로구,16600,연건동,1,대지,0206,0000,대보마로니에텔,20240119,16500,25.04,32.94,6.0,,,2001,오피스텔,중개거래,서울 성북구
2024,11380,은평구,10700,응암동,1,대지,0111,0011,신한주택,20240119,25900,37.97,12.33,9.0,,,2011,연립다세대,중개거래,서울 은평구
2024,11320,도봉구,10500,쌍문동,1,대지,0056,0000,삼익세라믹,20240119,31200,42.93,0.0,7.0,,,1988,아파트,중개거래,서울 도봉구
2024,11530,구로구,10100,신도림동,1,대지,0646,0000,대림e-편한세상4,20240119,153500,117.74,0.0,13.0,,,2003,아파트,중개거래,서울 구로구
2024,11230,동대문구,11000,이문동,1,대지,0225,0000,대림e-편한세상,20240119,81500,84.97,0.0,8.0,,,2003,아파트,중개거래,서울 동대문구
2024,11500,강서구,10200,등촌동,1,대지,0695,0000,주공5,20240119,49000,37.67,0.0,13.0,,,1995,아파트,중개거래,서울 강서구
2024,11560,영등포구,12300,문래동5가,1,대지,0002,0000,대륭오피스텔,20240119,11700,31.96,47.54,9.0,,,1992,오피스텔,중개거래,서울 영등포구
2024,11680,강남구,10800,논현동,1,대지,0211,0021,펜트힐루논현,20240119,95214,43.39,0.0,14.0,,,2021,아파트,직거래,
2024,11530,구로구,10200,구로동,1,대지,0026,0000,신도림포스빌,20240119,18900,33.69,70.28,11.0,,20240124,2004,오피스텔,중개거래,서울 금천구
2024,11305,강북구,10100,미아동,1,대지,0791,1530,정은빌라,20240119,19000,68.4,38.78,3.0,,,1994,연립다세대,중개거래,서울 강북구
2024,11545,금천구,10200,독산동,,,,,,20240119,60000,212.43,143.1,0.0,,,1987,단독다가구,중개거래,서울 금천구
2024,11560,영등포구,11300,당산동3가,1,대지,0006,0003,당산동 디벨리움,20240119,28000,26.01,33.67,8.0,,,2019,오피스텔,직거래,
2024,11530,구로구,10200,구로동,1,대지,0026,0000,신도림포스빌,20240119,18900,33.69,70.28,11.0,,,2004,오피스텔,중개거래,"서울 구로구, 서울 금천구"
2024,11650,서초구,10800,서초동,1,대지,1337,0006,강남 효성 해링턴 타워,20240119,26400,27.81,27.81,9.0,,,2013,오피스텔,중개거래,"서울 강남구, 서울 서초구"
2024,11215,광진구,10300,구의동,1,대지,0022,0004,청인빌라,20240119,23000,46.58,39.51,4.0,,,1994,연립다세대,중개거래,서울 광진구
2024,11110,종로구,16800,동숭동,1,대지,0007,0002,(7-2),20240119,17000,59.4,22.68,3.0,,,1997,연립다세대,중개거래,서울 종로구
2024,11230,동대문구,10500,답십리동,1,대지,1015,0000,답십리엘림퍼스트,20240119,62100,52.7,0.0,2.0,,,2020,아파트,중개거래,서울 동대문구
2024,11260,중랑구,10600,신내동,1,대지,0783,0000,성원,20240119,60000,84.32,0.0,20.0,,,1994,아파트,중개거래,서울 중랑구
2024,11110,종로구,17500,숭인동,1,대지,1388,0000,동양파라빌,20240119,12600,24.93,34.04,12.0,,,2005,오피스텔,중개거래,서울 종로구
2024,11290,성북구,10300,돈암동,1,대지,0609,0001,한진(609-1),20240119,51000,59.58,0.0,20.0,,,1998,아파트,중개거래,서울 성북구
2024,11140,중구,15800,충무로3가,1,대지,0049,0000,엘크루 메트로시티,20240119,25000,28.1,40.54,15.0,,,2013,오피스텔,중개거래,서울 중구
2024,11680,강남구,10100,역삼동,1,대지,0825,0024,강남역 효성해링턴 타워 더퍼스트,20240119,26000,24.77,32.76,14.0,,,2014,오피스텔,중개거래,서울 강남구
2024,11350,노원구,10500,상계동,1,대지,1019,0066,생명빌라B,20240119,11850,38.28,26.25,3.0,,,1989,연립다세대,중개거래,서울 노원구
2024,11500,강서구,10600,내발산동,1,대지,0695,0005,"청솔펠리체101동,102동,103동,105동",20240119,35000,59.18,35.83,2.0,,,2016,연립다세대,중개거래,서울 강서구
2024,11260,중랑구,10600,신내동,1,대지,0488,0000,망우역신원아침도시,20240119,46800,49.67,0.0,8.0,,,2023,아파트,중개거래,서울 중랑구
2024,11500,강서구,10300,화곡동,1,대지,0926,0005,한양아이클래스,20240119,7600,13.79,0.0,11.0,,,2013,아파트,중개거래,서울 강서구
2024,11260,중랑구,10300,중화동,1,대지,0331,0001,리버센 SK VIEW 롯데캐슬,20240119,56400,59.99,0.0,24.0,입주권,,0,아파트,직거래,
2024,11620,관악구,10100,봉천동,1,대지,0041,0284,성창크리스탈빌,20240119,35500,42.59,29.54,3.0,,,2016,연립다세대,중개거래,서울 관악구
2024,11710,송파구,10700,가락동,1,대지,0180,0006,(180-6),20240119,21800,54.53,78.36,5.0,,,2000,오피스텔,직거래,
2024,11230,동대문구,10600,장안동,1,대지,0409,0001,홀가하우스,20240119,34000,22.17,22.73,6.0,,,2019,연립다세대,직거래,
2024,11230,동대문구,10900,휘경동,1,대지,0183,0311,(183-311),20240119,23000,66.13,37.24,2.0,,,2003,연립다세대,직거래,
2024,11230,동대문구,10900,휘경동,1,대지,0183,0311,(183-311),20240119,23000,66.13,37.24,2.0,,,2003,연립다세대,직거래,
2024,11545,금천구,10200,독산동,1,대지,1061,0006,미소드림빌,20240119,19800,29.1,18.78,4.0,,,2012,연립다세대,중개거래,서울 금천구
2024,11500,강서구,10500,마곡동,1,대지,0758,0004,마곡럭스나인오피스텔,20240119,15900,21.87,30.7,6.0,,,2016,오피스텔,중개거래,서울 강서구
2024,11170,용산구,12900,이촌동,1,대지,0402,0000,강촌,20240119,182000,84.85,0.0,15.0,,,1998,아파트,중개거래,서울 용산구
2024,11500,강서구,10500,마곡동,1,대지,0760,0002,마곡나루역캐슬파크,20240119,22000,25.6,34.96,14.0,,,2016,오피스텔,중개거래,서울 강서구
2024,11710,송파구,10300,풍납동,1,대지,0124,0006,월든빌,20240119,23000,36.72,22.8,5.0,,,2013,연립다세대,직거래,
2024,11440,마포구,12000,서교동,1,대지,0475,0044,서교스위트하우스,20240119,55000,47.6,26.58,5.0,,,2014,연립다세대,중개거래,서울 마포구
2024,11470,양천구,10200,목동,1,대지,0524,0020,디아인스,20240119,40800,40.63,23.8,2.0,,,2015,연립다세대,중개거래,서울 양천구
2024,11530,구로구,10800,오류동,1,대지,0027,0035,월드빌,20240119,28000,46.85,31.8,2.0,,,2018,연립다세대,중개거래,서울 구로구
2024,11710,송파구,11300,거여동,1,대지,0294,0000,거여5단지,20240119,73700,59.74,0.0,6.0,,,1997,아파트,중개거래,서울 송파구
2024,11440,마포구,10800,대흥동,1,대지,0500,0006,자슬린하우스,20240119,36000,24.33,17.4,2.0,,,2021,연립다세대,중개거래,서울 마포구
2024,11380,은평구,10500,구산동,1,대지,0356,0010,부림베네치아,20240119,18200,29.38,18.38,3.0,,,2015,연립다세대,중개거래,서울 은평구
2024,11380,은평구,10600,대조동,1,대지,0048,0015,부림베네치아,20240119,29500,29.87,19.27,4.0,,,2016,연립다세대,중개거래,서울 은평구
2024,11530,구로구,10200,구로동,1,대지,0685,0124,중앙하이츠,20240119,58000,70.52,0.0,7.0,,,1987,아파트,중개거래,서울 구로구
2024,11530,구로구,10600,고척동,1,대지,0051,0001,(51-1),20240119,9500,34.87,20.26,3.0,,,1980,연립다세대,중개거래,서울 구로구
2024,11545,금천구,10100,가산동,1,대지,0142,0017,스마트캐슬,20240119,30500,46.74,21.48,6.0,,,2016,연립다세대,중개거래,경기 부천원미구
2024,11470,양천구,10200,목동,1,대지,0315,0031,아이넥스빌,20240119,29000,75.48,36.71,3.0,,,2002,연립다세대,중개거래,서울 양천구
2024,11740,강동구,10900,천호동,1,대지,0301,0033,아우르미,20240119,45400,42.08,28.59,5.0,,,2023,연립다세대,직거래,
2024,11680,강남구,10400,청담동,1,대지,0023,0000,현대아파트,20240119,165000,84.92,0.0,3.0,,,1988,아파트,중개거래,서울 강남구
2024,11440,마포구,12000,서교동,1,대지,0473,0012,"센터빌(가동,나동)",20240119,31000,43.63,26.69,3.0,,,2011,연립다세대,중개거래,서울 마포구
2024,11470,양천구,10300,신월동,1,대지,0019,0001,태영드림빌,20240119,24000,38.43,23.5,6.0,,,2012,연립다세대,중개거래,서울 강서구
2024,11530,구로구,10200,구로동,1,대지,1265,0000,구로두산,20240119,44500,44.64,0.0,17.0,,,1998,아파트,중개거래,서울 구로구
2024,11215,광진구,10700,화양동,1,대지,0021,0020,광진캠퍼스시티,20240119,14600,16.08,26.41,5.0,,,2017,오피스텔,직거래,
2024,11215,광진구,10700,화양동,1,대지,0021,0020,광진캠퍼스시티,20240119,14300,16.08,26.41,3.0,,,2017,오피스텔,직거래,
2024,11215,광진구,10400,광장동,1,대지,0106,0000,광진월드메르디앙1차,20240119,95000,74.43,94.24,5.0,,,2022,오피스텔,직거래,
2024,11680,강남구,10100,역삼동,1,대지,0736,0022,메이플라워멤버스빌오피스텔,20240119,13200,20.1,31.85,10.0,,,2006,오피스텔,중개거래,서울 강남구
2024,11305,강북구,10200,번동,1,대지,0416,0008,블루빌,20240119,26900,47.86,26.64,2.0,,,2013,연립다세대,중개거래,서울 강북구
2024,11500,강서구,10500,마곡동,1,대지,0739,0002,우성르보아투,20240119,12700,20.24,29.94,10.0,,,2015,오피스텔,중개거래,인천 서구
